"","SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","EXT_SOURCE_2","EXT_SOURCE_3","FONDKAPREMONT_MODE","HOUSETYPE_MODE","WALLSMATERIAL_MODE","EMERGENCYSTATE_MODE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE","AMT_REQ_CREDIT_BUREAU_HOUR","AMT_REQ_CREDIT_BUREAU_DAY","AMT_REQ_CREDIT_BUREAU_WEEK","AMT_REQ_CREDIT_BUREAU_MON","AMT_REQ_CREDIT_BUREAU_QRT","AMT_REQ_CREDIT_BUREAU_YEAR","BASEMENTAREA_AVG","YEARS_BEGINEXPLUATATION_AVG","YEARS_BUILD_AVG","COMMONAREA_AVG","ELEVATORS_AVG","ENTRANCES_AVG","FLOORSMAX_AVG","FLOORSMIN_AVG","LANDAREA_AVG","LIVINGAPARTMENTS_AVG","LIVINGAREA_AVG","NONLIVINGAPARTMENTS_AVG","NONLIVINGAREA_AVG","APARTMENTS_MODE","BASEMENTAREA_MODE","YEARS_BUILD_MODE","YEARS_BEGINEXPLUATATION_MODE","COMMONAREA_MODE","ELEVATORS_MODE","FLOORSMIN_MODE","LIVINGAREA_MODE","APARTMENTS_MEDI","YEARS_BUILD_MEDI","ENTRANCES_MEDI","LANDAREA_MEDI","NONLIVINGAPARTMENTS_MEDI","NONLIVINGAREA_MEDI","FONDKAPREMONT_MODE.1","LIVINGAREA_MEDI","FLOORSMIN_MEDI","ELEVATORS_MEDI","YEARS_BEGINEXPLUATATION_MEDI","NONLIVINGAREA_MODE","LIVINGAPARTMENTS_MODE","FLOORSMAX_MODE","COMMONAREA_MODE.1","BASEMENTAREA_MODE.1","NONLIVINGAPARTMENTS_AVG.1","LANDAREA_AVG.1","ENTRANCES_AVG.1","YEARS_BUILD_AVG.1","APARTMENTS_AVG","EXT_SOURCE_1"
"169289",296212,1,"Cash loans","F","N","N",0,117000,254700,24939,225000,"Unaccompanied","Pensioner","Secondary / secondary special","Widow","House / apartment",0.020713,-24816,365243,-3717,-4781,1,0,0,1,0,0,"",1,3,2,"TUESDAY",8,0,0,0,0,0,0,"XNA",0.165260996119395,0.627990819295286,"","","","",0,0,0,0,-1520,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194563",325604,0,"Cash loans","F","N","N",0,112500,167076,15453,135000,"Unaccompanied","State servant","Higher education","Married","House / apartment",0.035792,-11019,-1114,-3017,-1997,1,1,0,1,0,0,"Medicine staff",2,2,2,"FRIDAY",9,0,0,0,1,1,0,"Medicine",0.677919484738677,0.37233366570582,"reg oper spec account","block of flats","Panel","No",0,0,0,0,-2853,0,0,0,0,0,4,0.1275,0.9876,0.83,0.0853,0.24,0.1034,0.4583,0.5,0.0929,0.1799,0.2343,0,0,0.2248,0.1323,0.8367,0.9876,0.0861,0.2417,0.5,0.2442,0.2228,0.8323,0.1034,0.0945,0,0,"reg oper spec account",0.2386,0.5,0.24,0.9876,0,0.1965,0.4583,0.0861,0.1323,0,0.0929,0.1034,0.83,0.2206,0.185913025888234
"219227",353959,0,"Cash loans","M","N","N",0,112500,191880,20146.5,180000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.019101,-15828,-1233,-7415,-4493,1,1,1,1,1,0,"Drivers",2,2,2,"SATURDAY",12,0,0,0,0,1,1,"Self-employed",0.620599539878688,0.659405532068334,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-675,0,0,0,0,0,1,0.1527,0.9866,0.8164,0.0234,0,0.3103,0.125,0.125,0.0441,0.1,0.1286,0.0039,0.0155,0.1261,0.1585,0.8236,0.9866,0.0237,0,0.125,0.134,0.1249,0.8189,0.3103,0.0448,0.0039,0.0158,"reg oper account",0.1309,0.125,0,0.9866,0.0164,0.1093,0.125,0.0237,0.1585,0.0039,0.0441,0.3103,0.8164,0.1237,NA
"229553",365874,0,"Cash loans","F","N","Y",0,202500,229500,11169,229500,"Unaccompanied","Pensioner","Secondary / secondary special","Separated","House / apartment",0.026392,-21957,365243,-1924,-4492,1,0,0,1,0,0,"",1,2,2,"TUESDAY",12,0,0,0,0,0,0,"XNA",0.657660537723283,NA,"","block of flats","Stone, brick","No",7,0,6,0,-1499,NA,NA,NA,NA,NA,NA,0.0703,0.9608,NA,NA,0,0.1724,0.125,NA,NA,NA,0.0552,NA,0,0.042,0.073,NA,0.9608,NA,0,NA,0.0576,0.0416,NA,0.1724,NA,NA,0,"",0.0562,NA,0,0.9608,0,NA,0.125,NA,0.073,NA,NA,0.1724,NA,0.0412,0.863094980591615
"38515",144600,0,"Cash loans","M","Y","Y",2,157500,314100,16164,225000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.031329,-15328,-4753,-7926,-5062,1,1,0,1,0,0,"Laborers",3,2,2,"FRIDAY",9,0,1,1,0,1,1,"Other",0.622492468656735,0.579727422792116,"","","","",1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250033",389295,0,"Cash loans","F","Y","Y",2,225000,735052.5,33345,657000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.031329,-14723,-1696,-506,-2456,1,1,0,1,0,0,"Managers",4,2,2,"MONDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0.505042190340095,0.681705877672012,"","","","",0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16556",119311,0,"Cash loans","F","N","Y",0,112500,265500,17095.5,265500,"Family","Pensioner","Secondary / secondary special","Married","House / apartment",0.018209,-20529,365243,-9608,-3648,1,0,0,1,0,0,"",2,3,3,"TUESDAY",8,0,0,0,0,0,0,"XNA",0.5053373708888,0.447178578045307,"reg oper spec account","block of flats","Panel","No",0,0,0,0,-259,0,0,0,0,0,1,0.1073,0.9801,0.728,0.0647,0,0.2759,0.1667,0.0417,0.1356,0.0967,0.1108,0,0,0.1208,0.1113,0.7387,0.9801,0.0653,0,0.0417,0.1155,0.1197,0.7316,0.2759,0.138,0,0,"reg oper spec account",0.1128,0.0417,0,0.9801,0,0.1056,0.1667,0.0653,0.1113,0,0.1356,0.2759,0.728,0.1186,0.705265128982449
"65720",176209,0,"Cash loans","F","N","Y",0,202500,360000,19660.5,360000,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.025164,-19625,-479,-2531,-2924,1,1,1,1,1,0,"Core staff",2,2,2,"SUNDAY",12,0,0,0,0,0,0,"Trade: type 3",0.576068976248983,0.55138126180279,"","block of flats","Panel","No",8,0,8,0,-1508,0,0,0,0,0,0,0.0836,0.9781,NA,NA,0,0.2069,0.1667,NA,0,NA,0.0869,NA,0,0.0945,0.0868,NA,0.9782,NA,0,NA,0.0906,0.0937,NA,0.2069,0,NA,0,"",0.0885,NA,0,0.9781,0,NA,0.1667,NA,0.0868,NA,0,0.2069,NA,0.0928,NA
"65415",175866,0,"Cash loans","F","Y","Y",1,270000,592560,35937,450000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.035792,-15849,-3826,-1756,-4545,1,1,0,1,0,0,"Sales staff",3,2,2,"THURSDAY",11,0,0,0,0,0,0,"Self-employed",0.657084275218658,NA,"reg oper account","block of flats","Block","No",0,0,0,0,-2165,NA,NA,NA,NA,NA,NA,0.1943,0.997,0.9592,0.7781,0.48,0.2069,0.625,0.6667,0,0.4035,0.4951,0.0386,0.1657,0.5042,0.2016,0.9608,0.997,0.7852,0.4834,0.6667,0.5158,0.4996,0.9597,0.2069,0,0.0388,0.1692,"reg oper account",0.504,0.6667,0.48,0.997,0.1754,0.4408,0.625,0.7852,0.2016,0.0386,0,0.2069,0.9592,0.4948,NA
"147420",270927,0,"Cash loans","F","N","N",0,76500,269550,14751,225000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.026392,-16082,-429,-6534,-4698,1,1,1,1,0,0,"Cleaning staff",1,2,2,"SUNDAY",16,0,0,0,0,1,1,"Business Entity Type 3",0.736413880964577,NA,"","","","",0,0,0,0,-936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493331593519257
"19187",122384,0,"Cash loans","M","Y","Y",2,135000,314100,16186.5,225000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.031329,-14886,-293,-3425,-3880,1,1,0,1,0,0,"",4,2,2,"FRIDAY",9,0,0,0,0,0,0,"Business Entity Type 3",0.655737862947249,0.347418227200264,"","","","",4,1,4,0,-869,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237694",375319,0,"Cash loans","F","N","N",0,216000,1528200,55021.5,1350000,"Unaccompanied","Pensioner","Higher education","Widow","House / apartment",0.00496,-21436,365243,-4359,-4692,1,0,0,1,1,0,"",1,2,2,"SUNDAY",13,0,0,0,0,0,0,"XNA",0.285897872141049,NA,"","block of flats","Stone, brick","No",0,0,0,0,0,0,0,0,1,1,5,0.2607,0.9846,NA,NA,0.4,0.3448,0.25,NA,0.1416,NA,0.0867,NA,0.0017,0.229,0.2706,NA,0.9846,NA,0.4028,NA,0.0904,0.2269,NA,0.3448,0.144,NA,0.0017,"",0.0883,NA,0.4,0.9846,0.0018,NA,0.25,NA,0.2706,NA,0.1416,0.3448,NA,0.2247,0.707832816742206
"115856",234355,0,"Cash loans","F","Y","Y",3,81000,545040,25537.5,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.022625,-10441,-2548,-254,-2962,1,1,0,1,1,0,"Laborers",5,2,2,"THURSDAY",10,0,0,0,0,0,0,"Other",0.472144122586467,NA,"","","","",0,0,0,0,-1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610152556971788
"110225",227850,0,"Cash loans","F","Y","Y",0,180000,646389,20641.5,558000,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.01885,-20960,365243,-1490,-4164,1,0,0,1,0,0,"",2,2,2,"MONDAY",13,0,0,0,0,0,0,"XNA",0.0954974066609778,0.493862881699624,"","","","",4,0,4,0,-707,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200213",332097,0,"Revolving loans","M","N","Y",0,261000,270000,13500,270000,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.016612,-15864,-3752,-8468,-1465,1,1,0,1,0,0,"Drivers",2,2,2,"SATURDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0.57528909508361,0.329655054312824,"reg oper account","block of flats","Panel","No",0,0,0,0,-1577,0,0,0,0,2,5,0.0742,0.9861,0.8096,0.0419,0.08,0.0345,0.625,0.6667,0.0751,0.1614,0.134,0,0,0.2017,0.077,0.8171,0.9861,0.0422,0.0806,0.6667,0.1396,0.1999,0.8121,0.0345,0.0764,0,0,"reg oper account",0.1364,0.6667,0.08,0.9861,0,0.1763,0.625,0.0422,0.077,0,0.0751,0.0345,0.8096,0.1979,0.404296999520874
"287655",433210,0,"Cash loans","M","Y","Y",0,225000,840951,33480,679500,"Family","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-19560,-3819,-6958,-1949,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",8,0,0,0,0,0,0,"Business Entity Type 3",0.359237694628314,0.729566690706015,"not specified","block of flats","Panel","No",2,1,2,1,0,0,0,0,0,0,1,0.0537,0.9866,0.8164,0.0496,0.16,0.1379,0.3333,0.375,0.0975,0.1202,0.1549,0,0,0.1502,0.0558,0.8236,0.9866,0.05,0.1611,0.375,0.1614,0.1489,0.8189,0.1379,0.0992,0,0,"not specified",0.1577,0.375,0.16,0.9866,0,0.1313,0.3333,0.05,0.0558,0,0.0975,0.1379,0.8164,0.1474,NA
"7906",109221,0,"Cash loans","F","N","Y",1,135000,426384,46048.5,405000,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.014464,-11578,-1181,-2905,-4004,1,1,0,1,0,0,"Cooking staff",3,2,2,"TUESDAY",3,0,0,0,0,0,0,"School",0.559930242283095,NA,"","","","",3,1,3,1,-1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188229",318217,0,"Cash loans","F","Y","N",1,112500,599472,25330.5,517500,"Spouse, partner","Working","Secondary / secondary special","Married","Municipal apartment",0.031329,-13604,-1311,-1662,-5173,1,1,1,1,1,0,"Laborers",3,2,2,"TUESDAY",10,0,0,0,0,0,0,"Government",0.678992843653103,0.342528872074225,"","","","",0,0,0,0,-1767,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576329500263832
"87672",201765,0,"Cash loans","M","Y","N",0,270000,1125000,36292.5,1125000,"Unaccompanied","Working","Secondary / secondary special","Widow","Municipal apartment",0.072508,-18820,-2408,-2586,-2282,1,1,1,1,1,0,"Drivers",1,1,1,"THURSDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0.641455084407296,0.347418227200264,"reg oper account","block of flats","Panel","No",0,0,0,0,-1882,0,0,0,0,0,2,0.1916,0.9861,0.8096,0,0.4,0.2759,0.6042,0.6458,0,0.2816,0.3408,0,0.012,0.1796,0.0477,0.6929,0.9767,0,0.2417,0.375,0.2045,0.3487,0.8121,0.2759,0,0,0.0123,"reg oper account",0.347,0.6458,0.4,0.9861,0.0045,0.157,0.3333,0,0.0477,0,0,0.2759,0.8096,0.3454,NA
"289246",435091,0,"Cash loans","M","N","N",1,67500,157050,7047,112500,"Unaccompanied","Pensioner","Lower secondary","Civil marriage","House / apartment",0.018029,-13254,365243,-7145,-4308,1,0,0,1,0,0,"",3,3,3,"SUNDAY",5,0,0,0,0,0,0,"XNA",0.207180366759544,NA,"","","","",0,0,0,0,-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168093",294848,1,"Revolving loans","M","N","Y",0,202500,135000,6750,135000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.028663,-10916,-116,-1492,-3054,1,1,1,1,0,0,"Laborers",2,2,2,"FRIDAY",15,1,1,0,1,1,0,"Business Entity Type 3",0.477346187730398,NA,"","","","",2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146064",269358,0,"Cash loans","F","N","N",0,67500,197820,15988.5,180000,"Unaccompanied","Working","Higher education","Single / not married","With parents",0.006296,-12095,-4325,-3005,-4720,1,1,0,1,0,0,"",1,3,3,"FRIDAY",17,0,0,0,1,1,0,"Other",0.703275805046364,0.221335206354466,"","","","",3,0,3,0,-1071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286119",431367,1,"Cash loans","F","N","Y",0,67500,450000,22018.5,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018209,-12137,-168,-72,-3943,1,1,0,1,0,0,"Laborers",2,3,3,"THURSDAY",12,0,0,0,0,1,1,"Industry: type 3",0.519650713192211,0.134265423554943,"","","","",3,0,3,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243521209449879
"103301",219898,0,"Revolving loans","F","N","Y",0,83997,135000,6750,135000,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","Rented apartment",0.019689,-10365,-319,-4851,-2329,1,1,1,1,0,0,"",1,2,2,"WEDNESDAY",15,1,1,0,1,1,1,"Business Entity Type 3",0.271101470724755,NA,"","","","",1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303063854153358
"128931",249549,0,"Cash loans","M","Y","Y",0,180000,454500,14661,454500,"Unaccompanied","Pensioner","Higher education","Married","House / apartment",0.035792,-22498,365243,-7039,-4324,1,0,0,1,0,0,"",2,2,2,"SATURDAY",16,0,0,0,0,0,0,"XNA",0.708704346979942,0.234015166532067,"","","","",0,0,0,0,-888,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48276",155906,0,"Cash loans","M","Y","Y",2,360000,959598,33997.5,801000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.022625,-12007,-654,-1032,-2194,1,1,0,1,0,0,"Laborers",4,2,2,"MONDAY",11,0,1,1,0,0,0,"Business Entity Type 3",0.761395432036156,0.483050188136695,"reg oper account","block of flats","Panel","No",1,0,1,0,-1232,0,0,0,0,0,0,0.0781,0.9767,0.6804,0.007,0,0.1379,0.1667,0.2083,0.0164,0.0664,0.0647,0.0039,0.0031,0.084,0.0811,0.6929,0.9767,0.007,0,0.2083,0.0674,0.0833,0.6847,0.1379,0.0167,0.0039,0.0032,"reg oper account",0.0659,0.2083,0,0.9767,0.0033,0.0725,0.1667,0.007,0.0811,0.0039,0.0164,0.1379,0.6804,0.0825,NA
"167605",294292,0,"Cash loans","M","Y","N",1,135000,765000,51124.5,765000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.01452,-11120,-2965,-5185,-3747,1,1,0,0,1,0,"Laborers",3,2,2,"MONDAY",12,0,0,0,0,1,1,"Business Entity Type 1",0.553838084770716,0.401407413774951,"","","","",1,0,1,0,-357,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116606001863386
"106025",223013,0,"Cash loans","F","N","Y",0,135000,1265751,40558.5,1265751,"Unaccompanied","Working","Secondary / secondary special","Widow","House / apartment",0.011657,-22482,-813,-261,-4842,1,1,0,1,0,0,"",1,1,1,"SUNDAY",13,0,1,1,0,0,0,"Other",0.443238832347431,0.626304276674939,"not specified","block of flats","Monolithic","No",0,0,0,0,0,0,0,0,0,0,3,0.1725,0.999,0.9864,0.0381,0.32,0.1379,0.625,0.6667,0.0299,0.4404,0.4302,0.0039,0.0022,0.5515,0.179,0.9869,0.999,0.0385,0.3222,0.6667,0.4482,0.5465,0.9866,0.1379,0.0305,0.0039,0.0022,"not specified",0.4379,0.6667,0.32,0.999,0.0023,0.4812,0.625,0.0385,0.179,0.0039,0.0299,0.1379,0.9864,0.5412,NA
"186591",316317,0,"Cash loans","M","N","Y",0,157500,316125,12046.5,261000,"Unaccompanied","Pensioner","Secondary / secondary special","Married","Municipal apartment",0.072508,-12575,365243,-6503,-4083,1,0,0,1,0,0,"",2,1,1,"FRIDAY",16,0,0,0,0,0,0,"XNA",0.777916662253242,0.593717586615058,"reg oper account","block of flats","Panel","No",11,0,11,0,-810,0,0,0,0,1,4,0.1851,0.9811,0.7416,0,0.32,0.2759,0.3333,0.375,0,0.2412,0,0,0,0.3015,0.1921,0.7517,0.9811,0,0.3222,0.375,0,0.2987,0.7451,0.2759,0,0,0,"reg oper account",0,0.375,0.32,0.9811,0,0.2635,0.3333,0,0.1921,0,0,0.2759,0.7416,0.2959,NA
"58861",168233,0,"Cash loans","M","Y","Y",1,67500,334152,18256.5,270000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.010556,-14624,-3248,-1130,-5147,1,1,0,1,0,0,"Drivers",3,3,3,"MONDAY",18,0,0,0,0,0,0,"Medicine",0.606147955069667,0.337672721740531,"","","","",0,0,0,0,-729,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270511413600637
"128011",248477,0,"Revolving loans","F","N","Y",2,90000,180000,9000,180000,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.00963,-12980,-4328,-6891,-3317,1,1,0,1,0,0,"Laborers",4,2,2,"MONDAY",14,0,0,0,0,0,0,"Business Entity Type 3",0.677948132088525,0.704706423296329,"","block of flats","Stone, brick","No",4,0,4,0,-293,0,0,0,0,1,0,0.0631,0.9737,0.6396,0.0031,0,0.1034,0.0833,0.125,0.0131,0.0294,0.0292,0.0039,0.0023,0.0368,0.0655,0.6537,0.9737,0.0031,0,0.125,0.0304,0.0364,0.6444,0.1034,0.0133,0.0039,0.0024,"",0.0297,0.125,0,0.9737,0.0025,0.0321,0.0833,0.0031,0.0655,0.0039,0.0131,0.1034,0.6396,0.0361,0.339267852685483
"255384",395501,0,"Cash loans","M","N","Y",1,202500,691020,22419,495000,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.00963,-13055,-885,-3310,-3318,1,1,0,1,0,0,"",3,2,2,"WEDNESDAY",15,0,0,0,1,1,0,"Business Entity Type 2",0.464151462648064,0.149167461323349,"","","","",2,0,2,0,-753,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187163134002368
"60324",169939,0,"Cash loans","M","N","N",0,67500,450000,22977,450000,"Unaccompanied","Pensioner","Higher education","Married","House / apartment",0.01885,-22196,365243,-10942,-4224,1,0,0,1,1,0,"",2,2,2,"WEDNESDAY",16,0,0,0,0,0,0,"XNA",0.801762408677951,0.237916079507114,"","","","",0,0,0,0,-2437,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134054",255469,0,"Cash loans","F","Y","Y",2,67500,50940,5616,45000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.008068,-12817,-200,-1650,-4422,1,1,0,1,0,0,"Sales staff",4,3,3,"WEDNESDAY",11,0,0,0,0,0,0,"Self-employed",0.341944174091001,0.758393061714434,"","","","",4,2,4,2,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507493744402161
"103489",220116,0,"Cash loans","F","N","Y",0,112500,1125000,33025.5,1125000,"Unaccompanied","Pensioner","Secondary / secondary special","Widow","House / apartment",0.015221,-21363,365243,-9943,-4855,1,0,0,1,1,0,"",1,2,2,"MONDAY",12,0,0,0,0,0,0,"XNA",0.747441166361774,0.492060093864926,"org spec account","block of flats","Stone, brick","No",3,0,3,0,-439,0,0,0,1,0,1,0.1416,0.9861,0.8096,0,0,0.2759,0.1667,0.2083,0.0647,0.0899,0.1027,0,0.1569,0.1124,0.147,0.8171,0.9861,0,0,0.2083,0.107,0.1114,0.8121,0.2759,0.0659,0,0.1602,"org spec account",0.1046,0.2083,0,0.9861,0.1662,0.0983,0.1667,0,0.147,0,0.0647,0.2759,0.8096,0.1103,NA
